duplicate_group_id,doc_id,statement_type,statement_group_key,period_key,canonical_key,kept_fact_id,dropped_fact_id,kept_provider,dropped_provider,kept_source_cell_ref,dropped_source_cell_ref,dedupe_reason,decision,meta_json
DUP00256,债务人审计报告-2022年,note,note|附注,2022年度__期初数,项目,F000553,F000905,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:0:5-5:1-1,债务人审计报告-2022年:15:aliyun_table:2:10-10:2-3,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""期初数"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""期初数""}"
DUP00257,债务人审计报告-2022年,note,note|附注,2022年度__期末数,项目,F000554,F000822,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:0:5-5:2-2,债务人审计报告-2022年:15:aliyun_table:1:9-9:4-6,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""期末数"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""期末数""}"
DUP00257,债务人审计报告-2022年,note,note|附注,2022年度__期末数,项目,F000554,F000823,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:0:5-5:2-2,债务人审计报告-2022年:15:aliyun_table:1:9-9:4-6,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""期末数"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""期末数""}"
DUP00257,债务人审计报告-2022年,note,note|附注,2022年度__期末数,项目,F000554,F000824,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:0:5-5:2-2,债务人审计报告-2022年:15:aliyun_table:1:9-9:4-6,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""期末数"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""期末数""}"
DUP00257,债务人审计报告-2022年,note,note|附注,2022年度__期末数,项目,F000554,F000846,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:0:5-5:2-2,债务人审计报告-2022年:15:aliyun_table:1:13-13:4-6,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""期末数"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""期末数""}"
DUP00257,债务人审计报告-2022年,note,note|附注,2022年度__期末数,项目,F000554,F000847,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:0:5-5:2-2,债务人审计报告-2022年:15:aliyun_table:1:13-13:4-6,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""期末数"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""期末数""}"
DUP00257,债务人审计报告-2022年,note,note|附注,2022年度__期末数,项目,F000554,F000848,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:0:5-5:2-2,债务人审计报告-2022年:15:aliyun_table:1:13-13:4-6,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""期末数"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""期末数""}"
DUP00257,债务人审计报告-2022年,note,note|附注,2022年度__期末数,项目,F000554,F000906,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:0:5-5:2-2,债务人审计报告-2022年:15:aliyun_table:2:10-10:4-6,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""期末数"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""期末数""}"
DUP00257,债务人审计报告-2022年,note,note|附注,2022年度__期末数,项目,F000554,F000907,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:0:5-5:2-2,债务人审计报告-2022年:15:aliyun_table:2:10-10:4-6,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""期末数"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""期末数""}"
DUP00257,债务人审计报告-2022年,note,note|附注,2022年度__期末数,项目,F000554,F000908,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:0:5-5:2-2,债务人审计报告-2022年:15:aliyun_table:2:10-10:4-6,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""期末数"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""期末数""}"
DUP00258,债务人审计报告-2022年,note,note|附注,2022年度__期初数,1-2年,F000559,F000579,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:3-3:1-1,债务人审计报告-2022年:13:aliyun_table:3:3-3:1-1,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":24484000.0,""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":3839290.23}"
DUP00259,债务人审计报告-2022年,note,note|附注,2022年度__期初数,1-2年,F000560,F000580,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:3-3:2-2,债务人审计报告-2022年:13:aliyun_table:3:3-3:2-2,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":0.0348,""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":0.0174}"
DUP00260,债务人审计报告-2022年,note,note|附注,2022年度__期初数,1-2年,F000561,F000581,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:3-3:3-3,债务人审计报告-2022年:13:aliyun_table:3:3-3:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00260,债务人审计报告-2022年,note,note|附注,2022年度__期初数,1-2年,F000561,F000609,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:1:3-3:3-3,债务人审计报告-2022年:13:tencent_table_v3:14:3-3:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00260,债务人审计报告-2022年,note,note|附注,2022年度__期初数,1-2年,F000561,F000631,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:1:3-3:3-3,债务人审计报告-2022年:13:tencent_table_v3:9:3-3:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00260,债务人审计报告-2022年,note,note|附注,2022年度__期初数,1-2年,F000561,F000861,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:3-3:3-3,债务人审计报告-2022年:15:aliyun_table:2:3-3:1-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00260,债务人审计报告-2022年,note,note|附注,2022年度__期初数,1-2年,F000561,F000862,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:3-3:3-3,债务人审计报告-2022年:15:aliyun_table:2:3-3:1-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00260,债务人审计报告-2022年,note,note|附注,2022年度__期初数,1-2年,F000561,F000863,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:3-3:3-3,债务人审计报告-2022年:15:aliyun_table:2:3-3:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00260,债务人审计报告-2022年,note,note|附注,2022年度__期初数,1-2年,F000561,F000928,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:1:3-3:3-3,债务人审计报告-2022年:15:tencent_table_v3:16:3-3:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00261,债务人审计报告-2022年,note,note|附注,2022年度__期末数,1-2年,F000584,F000562,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:3:3-3:6-6,债务人审计报告-2022年:13:aliyun_table:1:3-3:4-4,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""-""}"
DUP00261,债务人审计报告-2022年,note,note|附注,2022年度__期末数,1-2年,F000584,F000563,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:3:3-3:6-6,债务人审计报告-2022年:13:aliyun_table:1:3-3:5-5,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""张数-"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""-""}"
DUP00261,债务人审计报告-2022年,note,note|附注,2022年度__期末数,1-2年,F000584,F000612,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:3:3-3:6-6,债务人审计报告-2022年:13:tencent_table_v3:14:3-3:6-6,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""-""}"
DUP00261,债务人审计报告-2022年,note,note|附注,2022年度__期末数,1-2年,F000584,F000634,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:3:3-3:6-6,债务人审计报告-2022年:13:tencent_table_v3:9:3-3:6-6,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""-""}"
DUP00262,债务人审计报告-2022年,note,note|附注,2022年度__期末数,1-2年,F000564,F000582,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:3-3:6-6,债务人审计报告-2022年:13:aliyun_table:3:3-3:4-4,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":null}"
DUP00262,债务人审计报告-2022年,note,note|附注,2022年度__期末数,1-2年,F000564,F000583,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:3-3:6-6,债务人审计报告-2022年:13:aliyun_table:3:3-3:5-5,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":null}"
DUP00263,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000566,F000586,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:2-2,债务人审计报告-2022年:13:aliyun_table:3:4-4:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":1.0,""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":1.0}"
DUP00263,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000566,F000785,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:2-2,债务人审计报告-2022年:15:aliyun_table:1:3-3:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":1.0,""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":1.0}"
DUP00263,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000566,F000869,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:2-2,债务人审计报告-2022年:15:aliyun_table:2:4-4:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":1.0,""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":1.0}"
DUP00263,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000566,F000932,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:1:4-4:2-2,债务人审计报告-2022年:15:tencent_table_v3:16:4-4:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":1.0,""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":1.0}"
DUP00263,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000566,F000938,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:1:4-4:2-2,债务人审计报告-2022年:15:tencent_table_v3:7:3-3:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":1.0,""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":1.0}"
DUP00264,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000567,F000587,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:3-3,债务人审计报告-2022年:13:aliyun_table:3:4-4:3-3,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00264,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000567,F000615,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:1:4-4:3-3,债务人审计报告-2022年:13:tencent_table_v3:14:4-4:3-3,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00264,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000567,F000637,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:1:4-4:3-3,债务人审计报告-2022年:13:tencent_table_v3:9:4-4:3-3,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00264,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000567,F000642,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:3-3,债务人审计报告-2022年:14:aliyun_table:0:3-3:2-2,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00264,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000567,F000807,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:3-3,债务人审计报告-2022年:15:aliyun_table:1:7-7:0-2,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""合计"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00264,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000567,F000808,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:3-3,债务人审计报告-2022年:15:aliyun_table:1:7-7:0-2,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""合计"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00264,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000567,F000831,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:3-3,债务人审计报告-2022年:15:aliyun_table:1:11-11:0-1,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""合计"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00264,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000567,F000855,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:3-3,债务人审计报告-2022年:15:aliyun_table:1:15-15:0-1,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""合计"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00264,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000567,F000891,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:3-3,债务人审计报告-2022年:15:aliyun_table:2:8-8:0-2,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""合计"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00264,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000567,F000892,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:3-3,债务人审计报告-2022年:15:aliyun_table:2:8-8:0-2,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""合计"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00264,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000567,F000921,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:3-3,债务人审计报告-2022年:15:aliyun_table:2:13-13:0-1,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""合计"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00264,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000567,F000922,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:3-3,债务人审计报告-2022年:15:aliyun_table:2:13-13:2-3,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00264,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000567,F000923,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:3-3,债务人审计报告-2022年:15:aliyun_table:2:13-13:2-3,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00264,债务人审计报告-2022年,note,note|附注,2022年度__期初数,合计,F000567,F000935,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:1:4-4:3-3,债务人审计报告-2022年:15:tencent_table_v3:20:3-3:1-1,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期初数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期初数"",""kept_value"":""-""}"
DUP00265,债务人审计报告-2022年,note,note|附注,2022年度__期末数,合计,F000569,F000589,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:5-5,债务人审计报告-2022年:13:aliyun_table:3:4-4:5-5,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":1.0,""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":1.0}"
DUP00265,债务人审计报告-2022年,note,note|附注,2022年度__期末数,合计,F000569,F000788,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:5-5,债务人审计报告-2022年:15:aliyun_table:1:3-3:6-6,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":1.0,""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":1.0}"
DUP00265,债务人审计报告-2022年,note,note|附注,2022年度__期末数,合计,F000569,F000812,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:5-5,债务人审计报告-2022年:15:aliyun_table:1:7-7:6-6,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":0.5472,""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":1.0}"
DUP00265,债务人审计报告-2022年,note,note|附注,2022年度__期末数,合计,F000569,F000872,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:5-5,债务人审计报告-2022年:15:aliyun_table:2:4-4:6-6,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":1.0,""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":1.0}"
DUP00265,债务人审计报告-2022年,note,note|附注,2022年度__期末数,合计,F000569,F000896,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:1:4-4:5-5,债务人审计报告-2022年:15:aliyun_table:2:8-8:6-6,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":0.9565,""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":1.0}"
DUP00265,债务人审计报告-2022年,note,note|附注,2022年度__期末数,合计,F000569,F000934,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:1:4-4:5-5,债务人审计报告-2022年:15:tencent_table_v3:16:4-4:4-4,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":1.0,""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":1.0}"
DUP00265,债务人审计报告-2022年,note,note|附注,2022年度__期末数,合计,F000569,F000940,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:1:4-4:5-5,债务人审计报告-2022年:15:tencent_table_v3:7:3-3:4-4,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":1.0,""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":1.0}"
DUP00266,债务人审计报告-2022年,note,note|附注,2022年度__期末数,合计,F000590,F000570,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:3:4-4:6-6,债务人审计报告-2022年:13:aliyun_table:1:4-4:6-6,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""审章"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""-""}"
DUP00266,债务人审计报告-2022年,note,note|附注,2022年度__期末数,合计,F000590,F000618,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:3:4-4:6-6,债务人审计报告-2022年:13:tencent_table_v3:14:4-4:6-6,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""-""}"
DUP00266,债务人审计报告-2022年,note,note|附注,2022年度__期末数,合计,F000590,F000640,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:3:4-4:6-6,债务人审计报告-2022年:13:tencent_table_v3:9:4-4:6-6,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""-""}"
DUP00266,债务人审计报告-2022年,note,note|附注,2022年度__期末数,合计,F000590,F000645,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:3:4-4:6-6,债务人审计报告-2022年:14:aliyun_table:0:3-3:5-5,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""-"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""-""}"
DUP00266,债务人审计报告-2022年,note,note|附注,2022年度__期末数,合计,F000590,F000834,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:3:4-4:6-6,债务人审计报告-2022年:15:aliyun_table:1:11-11:4-6,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""上114，198.49"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""-""}"
DUP00266,债务人审计报告-2022年,note,note|附注,2022年度__期末数,合计,F000590,F000835,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:3:4-4:6-6,债务人审计报告-2022年:15:aliyun_table:1:11-11:4-6,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""上114，198.49"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""-""}"
DUP00266,债务人审计报告-2022年,note,note|附注,2022年度__期末数,合计,F000590,F000836,aliyun_table,aliyun_table,债务人审计报告-2022年:13:aliyun_table:3:4-4:6-6,债务人审计报告-2022年:15:aliyun_table:1:11-11:4-6,duplicate_candidates_with_value_mismatch,review_kept_both,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":""上114，198.49"",""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":""-""}"
DUP00267,债务人审计报告-2022年,note,note|附注,2022年度__期末数,湖北齐星工贸有限公司,F000571,F000599,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:2:3-3:1-1,债务人审计报告-2022年:13:tencent_table_v3:11:3-3:1-1,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":29406300.0,""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":29406300.0}"
DUP00268,债务人审计报告-2022年,note,note|附注,2022年度__unknown,湖北齐星工贸有限公司,F000572,F000600,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:2:3-3:3-3,债务人审计报告-2022年:13:tencent_table_v3:11:3-3:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__unknown"",""dropped_value"":0.0902,""exact_period"":true,""kept_period_key"":""2022年度__unknown"",""kept_value"":0.0902}"
DUP00269,债务人审计报告-2022年,note,note|附注,2022年度__期末数,宁波隆凯进出口有限公司,F000573,F000601,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:2:4-4:1-1,债务人审计报告-2022年:13:tencent_table_v3:11:4-4:1-1,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__期末数"",""dropped_value"":24894560.06,""exact_period"":true,""kept_period_key"":""2022年度__期末数"",""kept_value"":24894560.06}"
DUP00270,债务人审计报告-2022年,note,note|附注,2022年度__unknown,宁波隆凯进出口有限公司,F000574,F000602,aliyun_table,tencent_table_v3,债务人审计报告-2022年:13:aliyun_table:2:4-4:3-3,债务人审计报告-2022年:13:tencent_table_v3:11:4-4:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__unknown"",""dropped_value"":0.0764,""exact_period"":true,""kept_period_key"":""2022年度__unknown"",""kept_value"":0.0764}"
